SVM_Best_Kernel,SVM_Accuracy,SVM_Precision,SVM_Recall,SVM_F1_Score,SVM_ROC_AUC,KMeans_Optimal_K,KMeans_Silhouette,KMeans_Davies_Bouldin,KMeans_Calinski_Harabasz
rbf,0.816,0.6651851851851852,0.3383571966842502,0.4485514485514486,0.7210002110925677,3,0.18474159762894912,1.6672933318664052,6197.507705412726
